0
2, 1, 9
3, 1, 9
3, 1, 12
2, 1, 12
3, 1, 9
3, 1, 12
2, 1, 12
2, 2, 4
1, 1, 12
1, 2, 4
3, 1, 7
3, 2, 6
2, 2, 6
1, 2, 13
1, 1, 5
1, 2, 7
1, 2, 14
3, 2, 14
3, 4, 12
3, 2, 13
2, 1, 5
2, 2, 13
2, 2, 13
1, 1, 13
1, 2, 5
1, 3, 7
1, 4, 12
1, 3, 7
1, 3, 7
1, 2, 5
1, 4, 9
2, 2, 5
2, 4, 9
2, 4, 8
2, 1, 7
1, 1, 7
1, 4, 8
1, 4, 9
1, 4, 9
3, 1, 4
3, 1, 7
3, 1, 7
1, 1, 6
1, 1, 7
